brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
Mercedes-Benz,2020,9,Germany,E-Class,Sedan,Petrol,97733,83677,24.0,1.89,1.36,2.71,7,817
BMW,2022,6,China,3 Series,Sedan,Electric,70315,421780,94.0,1.1394031481990536,6.377373071927956,3.6444611706525225,2,559
Volkswagen,2023,1,Netherlands,Arteon,Sedan,Diesel,43959,355599,27.0,2.05,2.22,3.34,6,1221
Porsche,2020,3,India,Cayenne Coupe,SUV,Electric,118647,82048,22.0,1.11,6.6,6.78,5,209
Ford,2021,5,China,Bronco,SUV,Petrol,80447,,62.0,1.07,6.22,3.48,4,3753
Ford,2018,11,Germany,Ranger,SUV,Electric,59717,699296,104.0,1.86,1.68,2.71,10,2325
Mercedes-Benz,2020,2,Australia,GLS,SUV,Petrol,111745,244598,31.0,1.69,2.86,4.43,6,1106
Toyota,2015,11,UK,Highlander,SUV,Electric,21510,333750,33.0,1.83,1.1,4.95,3,2686
Audi,2017,9,India,Q7,suv,Hybrid,72588,449976,34.0,1.08,7.14,6.61,10,1073
Toyota,2018,7,Canada,Highlander,SUV,Petrol,72814,259222,62.0,1.4,2.64,3.9,3,339
Volkswagen,2024,4,India,ID.3,Electric,Diesel,36149,193262,62.0,1.11,7.46,6.71,4,2044
Tesla,2022,7,UK,Model X,Electric,Electric,127045,206668,39.0,1.77,1.9,4.82,3,1102
Tesla,2016,1,U.S.A,Cybertruck,Electric,Electric,54641,260601,21.0,1.07,2.37,4.52,1,1773
Volkswagen,2020,6,India,Passat,Sedan,Electric,38768,450060,70.0,1.12,7.02,6.51,3,695
BMW,2017,9,Canada,X5,Sedan,Petrol,37716,453602,140.0,1.2509341244092105,2.388134706086542,3.962561874433235,8,327
Audi,2016,6,Spain,A3,Sedan,Petrol,51946,232586,53.0,1.66,1.54,3.49,10,697
Mercedes-Benz,2016,9,Canada,EQS,Electric,Electric,56795,581527,5.0,1.27,1.9,4.27,4,1146
Tesla,2019,8,Japan,Semi,Electric,Electric,88103,229671,1.0,1.43,,0.27,1,1256
Tesla,2019,9,Netherlands,Model Y LR,Electric,Electric,52196,107920,27.0,2.07,1.93,3.34,7,2082
Audi,2022,2,Germany,A3,Sedan,Hybrid,45993,64184,36.0,1.87,1.41,2.83,10,1106
Mercedes-Benz,2022,10,Australia,C-Class,Sedan,Diesel,97907,281564,33.0,1.59,2.69,4.42,7,82
Porsche,2023,1,Spain,Macan EV,Electric,Hybrid,107378,318362,20.0,1.82,0.92,3.23,10,138
Toyata,2024,3,India,Highlander,SUV,Hybrid,19214,518303,67.0,0.98,7.29,6.38,3,575
Audi,2017,10,Netherlands,  Q5  ,SUV,Electric,108360,504324,32.0,1.95,2.4,3.33,8,277
Tesla,2023,10,Canada,Semi,Electric,Electric,54198,204389,16.0,1.32,2.62,3.92,2,1173
Toyota,2019,4,,Corolla,Sedan,Petrol,40936,,11.0,1.39,2.49,3.82,7,2660
B M W,2015,6,Australia,i4,SUV,Diesel,118791,443052,339.0,,2.9626229567393163,4.470963503245028,5,751
Ford,2023,5,Italy,Mustang Mach-E,Electric,Petrol,26668,,96.0,1.9,1.34,3.43,3,3411
Mercedes-Benz,2018,3,Canada,C-Class,Sedan,Petrol,83934,259055,8.0,1.38,2.29,3.87,10,816
Tesla,2015,6,Brasil,Model 3,Electric,Electric,65153,112024,9.0,1.15,,10.69,4,1375
Toyota,2023,5,CANADA,Land Cruiser,SUV,Hybrid,30436,83564,81.0,1.34,1.89,4.29,8,514
Audi,2015,6,Netherlands,Q5,SUV,Diesel,74949,472463,,2.01,2.51,3.55,10,530
Ford,2017,12,Germany,Ranger,SUV,Petrol,48127,87168,61.0,1.84,1.37,3.19,6,
Mercedes-Benz,2022,11,UK,E-Class,Sedan,Electric,108832,321453,52.0,1.8,1.34,5.19,9,757
Toyota,2024,8,Canada,C-HR,SUV,Petrol,83510,684366,30.0,1.2,2.38,3.95,6,618
Toyota,2023,4,USA,Highlander,SUV,Petrol,88485,273561,51.0,1.04,2.65,4.77,6,1976
Toyata,2018,5,France,RAV4,SUV,Petrol,62980,615993,,1.8,1.88,3.45,9,2435
Audi,2019,11,Germany,e-tron,Electric,Diesel,108917,70649,45.0,1.81,1.34,2.96,2,79
Ford,2015,6,China,Expedition,SUV,Hybrid,39136,570280,71.0,1.18,6.01,3.69,1,
Audi,2016,7,India,e-tron,Electric,Petrol,1525284,368855,17.0,0.95,6.51,6.21,3,79
Toyota,2024,2,China,Land Cruiser,SUV,Electrc,31469,158743,48.0,1.01,6.34,3.79,6,
Mercedes-Benz,2022,2,UK,A-Class,Sedan,Diesel,105621,507079,,1.94,1.19,5.02,1,69
Audi,2023,10,USA,Q3,SUV,Electric,35677,213693,34.0,0.93,2.55,4.67,1,870
BMW,2023,11,Brazil,X7,SUV,Electric,,474315,393.0,,3.519081785136218,10.48750912657784,1,896
Porsche,2024,8,Mexico,Cayenne,SUV,Hybrid,,287538,3.0,1.07,1.91,10.91,6,89
BMW,2021,5,India,3 Series,Sedan,Electric,83291,215637,267.0,1.1329728780440895,7.440458584352914,6.772357146201553,3,899
Mercedes-Benz,2016,5,UK,S-Class,Sedan,Hybrid,57588,567890,59.0,1.83,1.35,4.93,1,745
BMW,2023,6,Japan,i4,suv,Electric,39633,251798,219.0,1.5589622607083298,1.5920465551771132,0.1786831755983577,1,677
Mercedes-Benz,2022,1,UK,C-Class,Sedan,Electric,108926,566239,46.0,1.79,1.24,5.21,1,219
Tesla,2019,4,China,Model Y LR,Electric,Electric,84035,112649,13.0,1.15,6.11,3.3,1,959
Ford,2020,10,Mexico,Escape,SUV,Electric,40185,624677,118.0,1.06,2.18,11.25,5,3383
Porsche,2022,1,Netherlands,Taycan,Electric,Hybrid,116691,386478,8.0,1.97,1.64,3.4,10,176
Mercedes-Benz,2021,4,India,EQS,Electric,Electric,105775,142106,32.0,1.13,6.59,6.49,3,469
PORSCHE,2019,3,Australia,911,Sedan,Hybrid,143275,339052,15.0,1.59,3.34,3.99,8,
Audi,2022,7,Germany,A4,Sedan,Electric,88333,289038,52.0,1.96,1.59,3.22,3,415
Tesla,2023,9,India,Model X Plaid,Electric,Electric,99238,139370,23.0,1.01,7.25,6.31,7,1924
Toyota,2023,5,China,Highlander,SUV,Electric,52132,465463,91.0,1.14,6.3,3.79,9,1720
Tesla,2022,12,Australia,Model Y LR,Electric,Electric,85493,107308,18.0,1.68,2.83,3.99,8,441
Volkswagen,2021,11,Italy,Polo,Sedan,Hybrid,79352,376077,11.0,1.85,0.73,3.4,10,1433
Toyota,2024,8,Italy,Camry,Sedan,Hybrid,68758,94371,42.0,1.78,0.76,3.3,4,1330
Volkswagen,2023,5,China,Polo,Sedan,Electric,76107,509143,39.0,1.15,6.41,3.43,4,636
Audi,2015,7,Mexico,A6,Sedan,Hybrid,52985,249030,38.0,1.07,1.75,10.9,8,533
Ford,2015,3,Brazil,Bronco,SUV,Hybrid,72527,746023,12.0,1.24,3.7,10.55,2,876
BMW,2019,7,France,i4,Sedan,Petrol,106576,345901,129.0,1.8855504566390424,2.0691026301408115,3.730271530978056,7,539
Tesla,2016,12,Australia,Model X Plaid,electric,Electric,58677,123591,33.0,1.6,,4.51,7,396
Ford,2024,8,Italy,Escape,SUV,Electric,69130,584452,,,,3.21,7,2621
Audi,2015,5,Italy,Q3,SUV,Diesel,44926,118398,4.0,1.81,0.86,3.26,5,762
Audi,2024,8,Canada,Q3,SUV,Diesel,67319,259690,,1.4,,4.22,9,115
Ford,2021,5,India,Ranger,SUV,Electric,91688,760805,108.0,1.03,6.71,6.74,2,856
Mercedes-Benz,2021,12,,E-Class,,Petrol,38814,130725,41.0,1.27,1.74,4.14,6,1107
Volkswagen,2019,10,Italy,ID.3,Electric,Petrol,67939,440252,76.0,1.87,1.25,3.43,8,1907
Ford,2017,11,Japan,F-150,SUV,Electric,67112,249687,111.0,1.53,0.85,-0.12,10,1745
Toyota,2023,1,USA,Prius,Hybrid,Petrol,18331,462161,88.0,1.05,2.36,4.77,2,2033
Mercedes-Benz,2020,4,Italy,A-Class,Sedan,Petrol,87960,414796,58.0,1.92,0.83,3.21,2,531
BMW,2024,7,Germany,i4,SUV,Petrol,35946,455881,398.0,1.867599031370307,2.095792669436101,3.23400320509054,2,871
Mercedes-Benz,2016,12,France,GLC,SUV,Electric,42559,185322,47.0,1.72,,3.45,4,
Mercedes-Benz,2016,3,UK,EQE,Electric,Electric,52156,551830,15.0,1.79,1.52,4.86,3,386
Ford,2021,9,UK,F-150,SUV,Hybrid,56044,518927,83.0,1.78,1.35,4.79,9,977
Volkswagen,2019,12,,T-Roc,SUV,Hybrid,38292,484697,50.0,0.99,2.28,4.69,6,1801
Audi,2022,3,Germany,A6,Sedan,Diesel,78522,483763,51.0,1.83,1.72,3.05,9,100
Audi,2017,1,UK,A4,Sedan,Electric,,206105,16.0,1.75,1.41,5.3,9,
BMW,2023,11,Germany,X7,SUV,Hybrid,113812,300449,146.0,1.8561366431031947,1.496097712738393,3.066468042645461,7,570
Audi,2021,4,Japan,e-tron,Electric,Petrol,62555,74370,21.0,1.41,0.73,0.04,10,1068
Mercedes-Benz,2022,1,Brazil,EQE,Electric,Diesel,76419,478603,36.0,1.22,3.26,10.22,4,425
Ford,2021,3,Brazil,Bronco,SUV,Electric,45613,611326,44.0,1.25,3.44,10.47,8,
BMW,2024,8,India,3 Series,Sedan,Electric,57706,487043,235.0,1.0408754669119922,6.609736198677504,6.528775693384215,3,737
Porsche,2021,1,India,GTS,Sedan,Petrol,102486,226669,6.0,1.12,7.47,6.64,10,460
Toyota,2017,4,Mexico,bZ4X,Electric,Hybrid,81415,183582,26.0,1.08,1.76,10.82,7,2328
Mercedes-Benz,2024,7,Italy,A-Class,Sedan,Hybrid,98268,103820,,1.94,1.31,3.69,10,1093
Toyota,2020,6,India,Supra,Sedan,Hybrid,54887,641528,56.0,0.96,7.13,6.56,7,514
Porshe,2021,6,France,GTS,Sedan,Electrc,99383,376092,24.0,,1.54,3.69,2,442
Ford,2020,6,Brazil,Escape,SUV,Electric,41104,708258,68.0,1.24,3.77,10.64,8,1945
Tesla,2015,9,India,Model Y,Electric,Electric,108135,208554,11.0,1.09,7.42,6.75,2,1678
Audi,2020,5,GERMANY,e-tron,Electric,Diesel,44581,375343,53.0,1.85,2.11,2.77,4,821
Ford,2021,2,USA,Escape,SUV,Petrol,35831,367527,106.0,1.05,2.59,4.59,4,3533
Ford,2024,2,India,Ranger,SUV,Electric,48814,654142,82.0,1.15,6.73,6.37,7,1943
Tesla,2024,12,Netherlands,Model X,Electric,Electric,72432,37121,32.0,1.93,2.05,3.35,3,1718
Ford,2015,11,China,Expedition,SUV,Hybrid,56856,772293,31.0,1.11,6.09,3.4,9,180
Toyota,2019,8,UK,Land Cruiser,SUV,Hybrid,88567,397918,31.0,1.75,,4.97,6,615
Ford,2019,12,Brazil,Mustang Mach-E,Electric,hybrid,75636,787124,24.0,1.1,3.52,10.71,2,2570
Ford,2019,11,China,Edge,SUV,Hybrd,87829,615581,18.0,1.16,5.9,3.47,4,3658
Tesla,2015,10,australia,Model X Plaid,Electric,Electric,111662,62803,23.0,1.59,2.81,4.43,3,104
Mercedes-Benz,2016,9,Japan,E-Class,Sedan,Diesel,,298737,25.0,1.51,1.23,-0.1,7,525
Porsche,2016,1,India,GTS,Sedan,Hybrid,73858,128079,24.0,0.96,7.32,6.31,2,281
Volkswagen,2016,12,China,Polo,Sedan,Hybrid,71943,133547,70.0,1.01,5.52,3.8,9,343
Toyota,2023,6,Australia,Land Cruiser,SUV,Petrol,82417,69870,28.0,1.51,3.21,4.12,8,2268
Tesla,2024,1,Italy,Model X Plaid,Electric,Electric,55468,232576,38.0,1.81,0.93,3.45,2,921
Audi,2018,8,Netherlands,Q8,SUV,diesel,57248,378924,30.0,1.91,2.25,3.77,1,450
BMW,2017,2,Brazil,X5,SUV,Hybrid,35798,441670,25.0,1.2221961977701985,3.2280797719489325,10.327226903944936,6,151
BMW,2015,1,India,X1,Sedan,Hybrid,41221,216969,88.0,1.102057964624427,6.519192276823056,6.35588792524702,1,492
Toyota,2016,4,Japan,Supra,Sedan,Petrol,89913,144833,95.0,1.44,1.67,-0.09,7,
Mercedes-Benz,2021,2,Italy,C-Class,Sedan,Hybrid,120569,579637,44.0,1.85,1.03,3.32,8,1092
Tesla,2016,8,Canada,Model Y LR,Electric,Electric,83560,140004,3.0,1.38,2.21,3.84,8,360
Toyota,2015,8,China,Prius,Hybrid,Hybrid,78510,488012,16.0,1.03,6.36,3.27,9,665
Toyota,2017,6,Italy,Corolla,Sedan,Petrol,75333,637030,70.0,1.83,1.37,3.65,4,905
Toyota,2016,5,Germany,Land Cruiser,SUV,Electric,85032,427268,85.0,1.81,2.2,3.0,2,591
Ford,2024,12,Australia,Explorer,SUV,Hybrid,49604,565897,30.0,1.52,2.71,4.05,9,2233
Volkswagen,2015,6,UK,ID.3,Electric,Petrol,77983,545123,10.0,,1.33,5.01,5,1367
Audi,2019,12,Italy,TT,Sedan,Electric,96826,411734,39.0,1.81,0.77,3.44,3,201
Porsche,2023,9,Canada,Panamera Sport,Sedan,Electric,98065,301934,20.0,1.27,2.58,4.04,2,428
Porsche,2022,9,Italy,Cayenne Coupe,SUV,Petrol,93193,238672,5.0,1.82,1.41,3.47,10,53
Volkswagen,2021,12,UK,ID.4,Electric,Petrol,45170,50440,20.0,1.89,1.8,4.84,9,2613
Ford,2022,3,Brazil,Expedition,SUV,Electric,,"$576,001",17.0,1.17,3.7,10.79,5,2901
Toyoda,2022,2,UK,C-HR,SUV,Hybrid,35274,427677,91.0,1.77,1.86,5.26,3,1445
Porsche,2022,2,Canada,Macan,SUV,Petrol,168497,180075,5.0,1.25,2.62,4.25,8,268
Toyota,2016,1,Australia,bZ4X,Electric,Electric,75164,668073,30.0,1.7,,4.32,7,1870
BMW,2022,2,Australia,i4,Sedan,Electric,66728,156311,266.0,1.5559867793891886,3.2145959227000622,4.346118426030639,1,904
Porsche,2023,6,UK,Cayenne Coupe,SUV,Hybrid,70663,342118,5.0,1.92,1.71,5.19,2,188
Audi,2018,8,Japan,TT,Sedan,Electric,43319,95790,49.0,,1.56,0.07,5,30
Ford,2019,6,UK,Mustang Mach-E,Electric,Hybrid,28547,748749,38.0,1.83,1.92,4.99,9,3555
Porsche,2021,6,UK,Panamera,,Hybrid,152749,348526,23.0,1.82,1.16,5.25,9,321
FORD,2018,7,Australia,Explorer,SUV,Electric,31107,229738,48.0,1.51,2.72,4.35,9,3177
Ford,2021,9,France,Escape,SUV,Petrol,77700,537162,60.0,1.78,1.97,3.49,5,1658
Volkswagen,2017,5,USA,Taos,SUV,Electric,42159,517974,22.0,0.95,2.44,4.35,3,142
BMW,2020,1,Brazil,X3,SUV,Hybrid,63229,108655,358.0,1.2780516106035604,3.5273996221226764,10.631612173421496,9,749
Tesla,2023,9,Brazil,Model X Plaid,Electric,Electric,65050,80243,27.0,1.22,3.64,10.26,1,512
Ford,2023,6,Canada,Mustang Mach-E,Electric,petrol,61964,634370,14.0,1.32,1.8,3.87,2,377
Mercedes-Benz,2024,10,Australia,EQS,Electric,Diesel,34490,290279,41.0,1.63,3.15,4.04,8,733
Volkswagen,2017,7,Australia,ID.4,Electric,Hybrid,27491,370192,58.0,1.62,2.52,4.1,3,791
Ford,2017,8,Spain,Mustang Mach-E,Electric,Petrol,94224,651178,44.0,1.66,1.24,3.72,10,3145
Mercedes-Benz,2021,2,Canada,EQE,Electric,Hybrid,,131045,23.0,1.22,2.67,4.22,9,1165
Ford,2024,8,MEXICO,Explorer,SUV,Hybrid,52169,760398,36.0,1.01,2.41,11.09,3,1007
Audi,2022,9,India,Q5,SUV,Electric,70497,438539,22.0,0.98,6.55,6.57,5,766
Volkswagen,2023,2,Canada,Taos,SUV,Petrol,74155,165861,56.0,1.29,2.43,4.29,1,1848
Audi,2020,8,Netherlands,RS6,Sedan,Hybrid,53987,92814,46.0,1.95,2.16,3.35,2,100
Mercedes-Benz,2024,7,Japan,C-Class,Sedan,Petrol,64646,221667,18.0,1.53,0.96,0.01,6,185
Audi,2018,6,Mexico,RS6,Sedan,Hybrid,52629,242459,48.0,1.13,1.7,11.03,8,1096
Ford,2023,9,USA,Explorer,SUV,Petrol,57209,433518,27.0,,2.03,4.22,6,746
Ford,2023,8,India,Expedition,SUV,Hybrid,82077,601463,108.0,1.12,7.03,6.21,9,613
Volkswagen,2022,9,Japan,Arteon,Sedan,Diesel,66357,313233,82.0,1.49,1.59,0.15,6,1246
BMW,2017,6,JAPAN,iX,,Electric,47254,355761,163.0,1.5272820822527562,0.8078914269933044,-0.1811424885879594,7,389
Tesla,2023,2,USA,Model S Plaid,Electric,Electric,68774,157024,14.0,1.05,2.36,4.58,1,2485
Tesla,2023,10,Australia,Model Y,Electric,Electric,47598,179588,39.0,1.53,3.05,3.97,8,1412
BMW,2016,4,India,i4,Electric,Diesel,62281,398951,137.0,1.105105523339002,7.064841133262616,6.239425183657011,9,
Volkswagen,2015,10,Germany,Arteon,Sedan,Diesel,66235,177792,75.0,1.86,2.1,3.17,5,88
Audi,2022,7,UK,Q8,SUV,Electric,56745,128821,48.0,1.82,1.81,5.09,7,1006
Volkswagen,2023,12,UK,Polo,Sedan,Diesel,21797,71931,54.0,1.92,1.04,5.0,8,2375
BMW,2020,7,India,7 Series,SUV,Electric,78894,311578,368.0,1.0044290274459926,7.299415878968979,6.616817882512656,7,1150
FORD,2016,10,China,Expedition,SUV,Petrol,37719,757862,58.0,1.17,5.79,3.72,3,
Mercedes-Benz,2015,5,USA,GLS,SUV,Diesel,77023,351929,55.0,0.99,2.37,4.5,1,634
Telsla,2017,11,Brazil,Model S,Electric,Electric,123783,76203,17.0,1.16,3.32,10.59,8,2399
Audi,2019,10,Netherlands,A4,Sedan,Hybrid,67914,391326,28.0,1.9,1.9,3.45,5,412
BMW,2021,8,India,7 Series,Electric,Hybrid,91759,333816,306.0,1.0583801894756717,,6.311079757303172,6,876
Porsche,2022,7,Spain,GTS,Sedan,Petrol,75254,356661,11.0,1.71,1.29,3.29,4,120
BMW,2024,1,France,i4,Electric,Petrol,86415,378082,291.0,1.7695143048477964,1.5503709362581852,3.653697997337148,4,666
BMW,2023,7,Germany,7 Series,Sedan,Hybrid,75205,91115,148.0,1.8427022732621343,2.0259799099852955,3.190671197914167,10,309
Ford,2020,2,Brazil,Edge,S U V,Petrol,93377,144405,118.0,1.19,3.22,10.77,3,1898
BMW,2015,11,India,i7,Sedan,Electric,69159,160084,323.0,1.09656030895325,7.005852692951829,6.70442181680672,10,994
Volkswagen,2023,8,Australia,Passat,Sedan,Electric,64415,178790,76.0,1.54,2.91,4.47,9,1153
Audi,2022,8,Germany,RS6,Sedan,Diesel,95819,230339,,1.94,1.93,2.79,5,1130
Porsche,2019,6,Australia,GTS,Sedan,Electric,68387,165257,10.0,1.51,2.81,4.2,3,96
Mercedes-Benz,2021,11,Netherlands,EQE,Electric,Petrol,124730,280820,44.0,1.94,2.23,3.47,3,
Ford,2019,12,Japan,Escape,SUV,Electric,27914,263038,14.0,1.57,1.33,0.26,9,601
BMW,2019,9,USA,5 Series,Electric,Petrol,88634,276024,252.0,0.9436619061013696,2.8766507618282007,4.797800602576348,4,663
Toyota,2021,3,Netherlands,Yaris,Sedan,Petrol,,437025,42.0,1.96,2.19,3.67,2,556
Porsche,2017,7,USA,Macan,SUV,Hybrid,121289,160473,9.0,0.95,2.59,4.21,7,155
Ford,2019,12,France,Bronco,SUV,Hybrid,64543,86116,55.0,1.74,1.7,3.2,10,2228
Mercedes-Benz,2017,6,,GLS,SUV,Diesel,50635,106391,47.0,0.95,2.69,4.43,3,271
Ford,2019,6,Netherlands,Mustang,Sedan,Hybrid,,506880,10.0,2.02,1.83,3.63,8,3300
Mercedes-Benz,2023,2,USA,E-Class,Sedan,Hybrid,53732,166354,29.0,0.96,2.58,4.42,5,311
Tesla,2017,8,Mexico,Model 3 LR,Electric,Electric,99305,116074,28.0,1.13,,11.18,2,1581
Tesla,2024,4,Mexico,Model Y LR,Electric,Electric,84117,43377,4.0,1.17,1.66,10.8,4,1960
Porsche,2023,7,UK,Panamera,Sedan,Petrol,163900,176615,5.0,,1.85,4.81,2,427
Ford,2024,11,Australia,Ranger,SUV,Hybrid,60259,686324,100.0,1.52,2.81,3.98,10,3768
Volkswagen,2018,9,Spain,Tiguan,SUV,Petrol,40494,317720,83.0,1.8,1.67,3.33,2,2543
Volkswagen,2019,8,Spain,T-Roc,SUV,Electric,59865,151547,45.0,1.8,1.26,3.44,9,1556
Ford,2021,4,Germany,F-150,SUV,Petrol,43264,,97.0,1.91,1.39,3.23,2,2593
Toyota,2024,4,Brazil,bZ4X,Electric,Electric,75173,630908,75.0,1.22,3.85,10.57,3,488
Volkswagen,2018,4,Mexico,Golf,Sedan,Diesel,42480,475533,86.0,1.12,1.91,11.18,7,
Volkswagen,2024,9,Netherlands,T-Roc,SUV,,65601,414645,10.0,2.06,2.41,3.29,9,700
Tesla,2015,8,China,Model Y LR,Electric,Electric,70865,190943,8.0,1.15,5.79,3.22,2,396
Toyata,2018,8,Mexico,RAV4,SUV,Hybrid,65701,44148,22.0,1.08,1.77,10.79,7,708
Mercedes-Benz,2017,11,China,C-Class,Sedan,Petrol,68997,557213,40.0,1.18,5.77,3.42,3,709
Toyota,2015,1,Germany,C-HR,SUV,Hybrid,53200,148185,70.0,1.84,1.59,2.72,9,2068
BMW,2018,5,France,i7,Electric,Electric,92174,496242,0.0,1.7767782442746425,1.3322126951468174,3.739744743964741,4,543
Porsche,2017,6,,Macan,SUV,Electric,70587,107280,15.0,1.88,1.08,3.59,9,256
Toyota,2023,5,,bZ4X,Electric,Petrol,19273,87585,24.0,1.08,6.9,6.4,10,211
BMW,2017,12,India,i4,SUV,Diesel,96868,451634,116.0,0.9631389717908732,6.898005292954503,6.381749437299916,8,455
Mercedes-Benz,2022,3,France,C-Class,Sedan,Petrol,100110,266857,57.0,1.79,1.54,3.24,3,747
Tesla,2018,10,Brazil,Model X Plaid,Electric,Electric,125770,223260,29.0,1.21,3.07,10.68,4,625
Toyota,2023,7,Spain,RAV4,SUV,,65374,285787,72.0,1.65,0.82,3.77,4,800
Ford,2024,4,China,Ranger,SUV,Hybrid,90231,698108,55.0,1.16,6.02,3.49,10,1815
Mercedes-Benz,2021,7,Spain,EQS,Electric,Hybrid,92883,278651,16.0,1.73,1.31,3.64,10,1250
Porsche,2017,12,Brazil,Cayenne,SUV,Hybrid,,330755,22.0,1.19,3.7,10.58,10,430
Ford,2022,9,Australia,Mustang Mach-E,Electric,Petrol,86526,582386,72.0,1.66,2.65,4.22,3,1339
Mercedes-Benz,2016,4,Brazil,GLE,SUV,Petrol,79417,561584,24.0,1.15,3.01,10.25,10,615
Volkswagen,2021,12,Germany,Passat,Sedan,Petrol,72345,383305,80.0,1.89,1.81,3.26,4,1916
BMW,2017,7,Brazil,i4,SUV,Electric,,171225,271.0,1.2012283725680488,3.432497878330132,10.387089679851156,7,738
Audi,2018,12,UK,A4,Sedan,Petrol,105718,176181,35.0,1.85,1.29,4.95,7,926
BMW,2024,7,USA,3 Series,Sedan,Hybrid,62241,403972,198.0,0.9785289269415152,2.035942273796742,4.479358810879476,8,508
Porsche,2022,10,Brazil,Panamera,Sedan,Petrol,195429,266125,4.0,1.11,3.6,10.67,7,288
Audi,2017,2,USA,A6,Sedan,Diesel,74043,71164,7.0,0.99,2.54,4.64,3,322
Audi,2021,1,Brazil,Q3,SUV,Petrol,75589,468195,5.0,1.24,3.47,10.25,9,335
Tesla,2015,3,China,Model Y LR,Electric,Electric,53458,92855,9.0,1.16,5.96,3.4,6,1365
Volkswagen,2018,10,USA,Touareg,,Diesel,65298,427440,40.0,0.99,2.16,4.65,2,1091
Ford,2020,3,India,Expedition,SUV,Petrol,93356,208839,68.0,0.96,6.89,6.44,4,2999
Mercedes-Benz,2021,5,Germany,EQS,Electric,Petrol,107351,375205,51.0,1.83,2.1,3.01,8,982
Ford,2022,11,Spain,F-150 Lightning,Electric,Electric,34818,335158,19.0,1.74,1.54,3.49,8,3121
Volkswagen,2023,10,USA,T-Roc,SUV,HYBRID,61548,326631,82.0,0.88,2.52,4.65,8,1090
Toyota,2022,7,Netherlands,Land Cruiser,SUV,Petrol,33912,527562,,2.07,1.77,3.2,4,1686
Tesla,2024,12,USA,Model 3,Electric,Electric,103131,143680,5.0,1.01,2.25,4.24,9,479
Tesla,2020,10,Japan,Model Y,Electric,Electric,,223703,38.0,1.52,0.76,0.39,5,968
BMW,2024,1,India,i7,Sedan,hybrid,63132,327267,26.0,1.039947968490108,6.771949726128631,6.655638957450778,1,267
Ford,2016,4,Netherlands,Explorer,SUV,Hybrid,28871,386535,75.0,2.03,1.76,3.62,10,209
Toyota,2015,10,UK,bZ4X,Electric,Hybrid,29560,545967,15.0,1.79,1.94,5.11,10,2529
AUDI,2022,7,Japan,A4,Sedan,Petrol,69687,192226,53.0,1.53,1.2,-0.0,8,476
Audo,2022,5,,Q7,S U V,Electric,67869,408376,4.0,1.1,7.28,6.6,4,391
Volkswagen,2016,10,Spain,Passat,Sedan,Hybrid,21482,113205,36.0,1.77,1.25,3.32,4,1749
Ford,2021,1,Netherlands,Bronco,SUV,,40885,525992,113.0,2.05,1.81,3.74,7,3072
Ford,2018,10,India,Bronco,SUV,Petrol,57684,119507,25.0,1.14,7.24,6.72,1,3888
Toyota,2016,10,Japan,Highlander,SUV,Hybrid,58764,156313,54.0,1.41,1.26,-0.05,10,2758
BMW,2015,3,India,7 Series,Sedan,Diesel,40037,306306,274.0,0.9668213612229996,7.118218063316261,6.2606736056736745,1,762
Audi,2023,6,UK,A4,Sedan,Petrol,100256,325408,15.0,1.85,1.37,5.12,7,659
BMW,2016,8,Brazil,i7,SUV,Electric,75745,249618,289.0,1.1650660661526528,3.1959828624191453,10.227136373346324,4,1004
Audi,2020,5,Mexico,e-tron,Electric,Diesel,50781,537822,57.0,1.14,2.44,10.87,4,107
Audi,2023,9,Germany,A4,Sedan,Diesel,112265,283136,48.0,1.82,2.27,3.19,3,845
Toyota,2016,12,Mexico,C-HR,SUV,Electric,22629,625661,21.0,1.1,2.06,11.0,9,242
Mercedes-Benz,2015,3,USA,E-Class,Sedan,petrol,50459,331375,55.0,1.04,2.6,4.37,5,46
Tesla,2024,1,Japan,Semi,Electric,Electric,120101,242370,13.0,1.48,1.27,0.21,1,561
Porsche,2017,11,Canada,911,Sedan,Hybrid,164580,274927,8.0,1.24,1.75,3.73,2,90
Mercedes-Benz,2021,9,India,GLE,SUV,Electric,53812,458601,16.0,1.14,,6.72,8,754
Porsche,2018,2,China,Panamera Sport,Sedan,Hybrid,197391,175913,0.0,1.14,6.23,3.55,5,486
Mercedes-Benz,2022,6,Italy,EQE,Electric,Hybrid,80953,554010,17.0,1.93,1.26,3.5,9,204
Tesla,2018,10,France,Cybertruck,Electric,Electric,96558,277344,37.0,1.87,1.11,3.26,8,1670
PORSCHE,2017,6,Spain,Panamera Sport,Sedan,,105820,209666,28.0,1.76,,3.35,10,82
Ford,2020,9,,Explorer,SUV,Electric,78192,348083,57.0,1.05,1.8,10.97,7,630
Volkswagen,2022,1,Canada,Golf,Sedan,Petrol,,405463,51.0,1.33,2.12,3.71,9,202
Toyota,2024,9,Netherlands,bZ4X,Electric,Petrol,68434,60557,90.0,1.94,1.85,3.79,6,2320
Tesla,2019,10,Australia,Model Y,Electric,electric,58194,223272,32.0,1.62,2.81,4.46,6,837
Ford,2022,7,USA,Mustang Mach-E,Electric,Hybrid,37711,365859,46.0,1.07,2.75,4.42,8,3161
