,brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
214,Volkswagen,2024.0,10.0,UK,Arteon,Sedan,Electric,25575.0,491093.0,45.0,1.78,1.76,5.14,2,676.0
215,Audi,2016.0,10.0,Spain,Q5,Suv,Electric,102640.0,330823.0,15.0,1.74,1.16,3.71,6,754.0
216,Ford,2016.0,11.0,Japan,Ranger,Suv,Petrol,65384.0,478750.0,73.0,1.53,1.59,0.35,4,1251.0
217,Porsche,2024.0,5.0,Spain,718,Sedan,Hybrid,103373.0,188151.0,8.0,1.8,0.87,3.44,8,426.0
218,Volkswagen,2018.0,7.0,India,Taos,Suv,Petrol,58349.0,555445.0,82.0,1.14,7.46,6.23,10,215.0
219,Porsche,2021.0,11.0,India,911,Sedan,Petrol,170709.0,231839.0,26.0,1.07,7.33,6.63,6,362.0
220,Tesla,2020.0,12.0,USA,Model Y,Suv,Electric,100331.0,53311.0,9.0,0.91,2.67,4.5,7,2201.0
221,Tesla,2020.0,7.0,Brazil,Model X,Suv,Electric,66318.0,143256.0,19.5,1.3,3.31,10.52,2,1834.0
223,Ford,2022.0,2.0,Australia,Mustang Mach-E,Suv,Hybrid,71200.0,665023.0,40.0,1.63,2.7,4.33,4,1568.0
224,Audi,2015.0,8.0,Japan,Q7,Suv,Electric,37013.0,355395.0,47.0,1.47,0.9,0.32,6,903.0
225,Toyota,2023.0,4.0,Australia,RAV4,Suv,Hybrid,50159.0,347728.0,24.0,1.63,2.83,4.2,6,897.0
226,Tesla,2016.0,10.0,Australia,Cybertruck,Suv,Electric,126632.0,240713.0,28.0,1.54,2.61,4.42,6,178.0
228,Audi,2023.0,5.0,Spain,Q7,Suv,Petrol,45339.0,417936.0,27.0,1.69,1.11,3.56,3,545.0
229,Porsche,2023.0,11.0,Australia,GTS,Sedan,Hybrid,63463.0,113749.0,14.0,1.53,2.91,4.02,2,135.0
230,Audi,2017.0,1.0,Canada,A6,Sedan,Diesel,74439.0,369992.0,39.0,1.33,1.84,3.79,1,359.0
231,BMW,2021.0,12.0,Canada,X1,Suv,Hybrid,117844.0,441897.0,332.0,1.3042919277442944,2.643701592820221,4.276081362643268,9,738.0
232,Porsche,2017.0,1.0,Germany,Macan,Suv,Electric,75229.0,382368.0,17.0,1.91,1.33,3.28,6,326.0
233,Mercedes-Benz,2019.0,2.0,Brazil,GLC,Suv,Electric,106071.0,446815.0,45.0,1.22,3.64,10.22,7,630.0
234,Mercedes-Benz,2024.0,7.0,France,GLC,Suv,Petrol,75828.0,324931.0,55.0,1.88,1.59,3.35,6,923.0
235,Tesla,2017.0,10.0,Australia,Model 3,Suv,Electric,101547.0,75103.0,26.0,1.7,3.18,4.24,6,1953.0
236,Ford,2018.0,8.0,USA,Escape,Suv,Hybrid,53377.0,364081.0,56.0,1.07,2.41,4.77,5,2799.0
237,Porsche,2021.0,10.0,Brazil,Panamera Sport,Sedan,Petrol,152331.0,374979.0,17.0,1.3,3.41,10.25,2,414.0
238,Porsche,2015.0,6.0,Brazil,718,Sedan,Electric,103573.0,329082.0,9.0,1.1963698404939982,3.22,10.61,1,69.0
239,Porsche,2015.0,2.0,Italy,Taycan,Suv,Petrol,134693.0,379511.0,11.0,1.79,0.8,3.27,7,493.0
240,Toyota,2023.0,10.0,USA,RAV4,Suv,Petrol,86427.0,468604.0,34.0,0.99,2.63,4.58,8,1618.0
241,BMW,2023.0,3.0,France,X7,Sedan,Hybrid,44121.0,314080.0,164.0,1.815094835575176,1.6857755812734634,3.764138144854975,6,742.0
242,Audi,2022.0,11.0,Australia,Q5,Suv,Electric,32095.0,194790.0,32.0,1.6,3.28,4.25,2,721.0
243,Volkswagen,2024.0,2.0,UK,Polo,Sedan,Diesel,72641.0,183908.0,56.0,1.8,1.75,4.92,5,1057.0
244,Tesla,2022.0,5.0,Japan,Model X Plaid,Suv,Electric,42213.0,161148.0,13.0,1.44,1.5,0.31,5,796.0
245,Volkswagen,2018.0,10.0,Italy,Golf,Sedan,Diesel,71233.0,509039.0,35.0,1.77,1.01,3.48,9,170.0
246,Volkswagen,2016.0,7.0,Canada,Taos,Suv,Petrol,72772.0,339467.0,56.0,1.29,1.83,4.29,2,1425.0
247,Toyota,2018.0,7.0,USA,Highlander,Suv,Hybrid,74410.0,699522.0,86.0,1.02,2.66,4.45,1,2267.0
248,BMW,2023.0,1.0,Canada,5 Series,Suv,Electric,71444.0,173777.0,123.0,1.323569448040243,2.383248028289646,3.998304858405057,2,697.0
249,Audi,2023.0,4.0,Japan,TT,Sedan,Diesel,82774.0,415711.0,45.0,1.48,1.36,-0.07,2,929.0
250,Mercedes-Benz,2020.0,9.0,Germany,E-Class,Sedan,Petrol,97733.0,83677.0,24.0,1.89,1.36,2.71,7,817.0
251,BMW,2022.0,6.0,China,3 Series,Suv,Electric,70315.0,421780.0,94.0,1.1394031481990536,6.377373071927956,3.6444611706525225,2,559.0
252,Volkswagen,2023.0,1.0,Netherlands,Arteon,Sedan,Diesel,43959.0,355599.0,27.0,2.05,2.22,3.34,6,1221.0
253,Porsche,2020.0,3.0,India,Cayenne Coupe,Suv,Electric,118647.0,82048.0,22.0,1.11,6.6,6.78,5,209.0
254,Ford,2021.0,5.0,China,Bronco,Suv,Petrol,80447.0,401858.0,62.0,1.07,6.22,3.48,4,3753.0
255,Ford,2018.0,11.0,Germany,Ranger,Suv,Electric,59717.0,699296.0,104.0,1.86,1.68,2.71,10,2325.0
256,Mercedes-Benz,2020.0,2.0,Australia,GLS,Suv,Petrol,111745.0,244598.0,31.0,1.69,2.86,4.43,6,1106.0
257,Toyota,2015.0,11.0,UK,Highlander,Suv,Electric,21510.0,333750.0,33.0,1.83,1.1,4.95,3,2686.0
258,Audi,2017.0,9.0,India,Q7,Suv,Hybrid,72588.0,449976.0,34.0,1.08,7.14,6.61,10,1073.0
259,Toyota,2018.0,7.0,Canada,Highlander,Suv,Petrol,72814.0,259222.0,62.0,1.4,2.64,3.9,3,339.0
260,Volkswagen,2024.0,4.0,India,ID.3,Suv,Diesel,36149.0,193262.0,62.0,1.11,7.46,6.71,4,2044.0
261,Tesla,2022.0,7.0,UK,Model X,Suv,Electric,127045.0,206668.0,39.0,1.77,1.9,4.82,3,1102.0
262,Tesla,2016.0,1.0,USA,Cybertruck,Suv,Electric,54641.0,260601.0,21.0,1.07,2.37,4.52,1,1773.0
263,Volkswagen,2020.0,6.0,India,Passat,Sedan,Electric,38768.0,450060.0,70.0,1.12,7.02,6.51,3,695.0
264,BMW,2017.0,9.0,Canada,X5,Sedan,Petrol,37716.0,453602.0,140.0,1.2509341244092105,2.388134706086542,3.962561874433235,8,327.0
265,Audi,2016.0,6.0,Spain,A3,Sedan,Petrol,51946.0,232586.0,53.0,1.66,1.54,3.49,10,697.0
266,Mercedes-Benz,2016.0,9.0,Canada,EQS,Suv,Electric,56795.0,581527.0,5.0,1.27,1.9,4.27,4,1146.0
267,Tesla,2019.0,8.0,Japan,Semi,Suv,Electric,88103.0,229671.0,1.0,1.43,1.14,0.27,1,1256.0
269,Audi,2022.0,2.0,Germany,A3,Sedan,Hybrid,45993.0,64184.0,36.0,1.87,1.41,2.83,10,1106.0
270,Mercedes-Benz,2022.0,10.0,Australia,C-Class,Sedan,Diesel,97907.0,281564.0,33.0,1.59,2.69,4.42,7,82.0
271,Porsche,2023.0,1.0,Spain,Macan EV,Suv,Hybrid,107378.0,318362.0,20.0,1.82,0.92,3.23,10,138.0
272,Toyota,2024.0,3.0,India,Highlander,Suv,Hybrid,19214.0,518303.0,67.0,0.98,7.29,6.38,3,575.0
273,Audi,2017.0,10.0,Netherlands,Q5,Suv,Electric,108360.0,504324.0,32.0,1.95,2.4,3.33,8,277.0
274,Tesla,2023.0,10.0,Canada,Semi,Suv,Electric,54198.0,204389.0,16.0,1.32,2.62,3.92,2,1173.0
275,Toyota,2019.0,4.0,UK,Corolla,Sedan,Petrol,40936.0,392363.0,11.0,1.39,2.49,3.82,7,2660.0
276,BMW,2015.0,6.0,Australia,i4,Suv,Diesel,118791.0,443052.0,339.0,1.59,2.9626229567393163,4.470963503245028,5,751.0
277,Ford,2023.0,5.0,Italy,Mustang Mach-E,Suv,Petrol,26668.0,479805.5,96.0,1.9,1.34,3.43,3,3411.0
278,Mercedes-Benz,2018.0,3.0,Canada,C-Class,Sedan,Petrol,83934.0,259055.0,8.0,1.38,2.29,3.87,10,816.0
279,Tesla,2015.0,6.0,Brazil,Model 3,Suv,Electric,65153.0,112024.0,9.0,1.15,3.37,10.69,4,1375.0
280,Toyota,2023.0,5.0,Canada,Land Cruiser,Suv,Hybrid,30436.0,83564.0,81.0,1.34,1.89,4.29,8,514.0
281,Audi,2015.0,6.0,Netherlands,Q5,Suv,Diesel,74949.0,472463.0,30.0,2.01,2.51,3.55,10,530.0
283,Mercedes-Benz,2022.0,11.0,UK,E-Class,Sedan,Electric,108832.0,321453.0,52.0,1.8,1.34,5.19,9,757.0
284,Toyota,2024.0,8.0,Canada,C-HR,Suv,Petrol,83510.0,684366.0,30.0,1.2,2.38,3.95,6,618.0
285,Toyota,2023.0,4.0,USA,Highlander,Suv,Petrol,88485.0,273561.0,51.0,1.04,2.65,4.77,6,1976.0
286,Toyota,2018.0,5.0,France,RAV4,Suv,Petrol,62980.0,615993.0,64.0,1.8,1.88,3.45,9,2435.0
287,Audi,2019.0,11.0,Germany,e-tron,Suv,Diesel,108917.0,70649.0,45.0,1.81,1.34,2.96,2,79.0
291,Mercedes-Benz,2022.0,2.0,UK,A-Class,Sedan,Diesel,105621.0,507079.0,38.5,1.94,1.19,5.02,1,69.0
292,Audi,2023.0,10.0,USA,Q3,Suv,Electric,35677.0,213693.0,34.0,0.93,2.55,4.67,1,870.0
293,BMW,2023.0,11.0,Brazil,X7,Sedan,Electric,77137.0,474315.0,393.0,1.2,3.519081785136218,10.48750912657784,1,896.0
294,Porsche,2024.0,8.0,Mexico,Cayenne,Suv,Hybrid,128553.0,287538.0,3.0,1.07,1.91,10.91,6,89.0
295,BMW,2021.0,5.0,India,3 Series,Suv,Electric,83291.0,215637.0,267.0,1.1329728780440895,7.440458584352914,6.772357146201553,3,899.0
296,Mercedes-Benz,2016.0,5.0,UK,S-Class,Sedan,Hybrid,57588.0,567890.0,59.0,1.83,1.35,4.93,1,745.0
297,BMW,2023.0,6.0,Japan,i4,Suv,Electric,39633.0,251798.0,219.0,1.5589622607083298,1.5920465551771132,0.1786831755983577,1,677.0
298,Mercedes-Benz,2022.0,1.0,UK,C-Class,Sedan,Electric,108926.0,566239.0,46.0,1.79,1.24,5.21,1,219.0
300,Ford,2020.0,10.0,Mexico,Escape,Suv,Electric,40185.0,624677.0,118.0,1.06,2.18,11.25,5,3383.0
301,Porsche,2022.0,1.0,Netherlands,Taycan,Suv,Hybrid,116691.0,386478.0,8.0,1.97,1.64,3.4,10,176.0
302,Mercedes-Benz,2021.0,4.0,India,EQS,Suv,Electric,105775.0,142106.0,32.0,1.13,6.59,6.49,3,469.0
304,Audi,2022.0,7.0,Germany,A4,Sedan,Electric,88333.0,289038.0,52.0,1.96,1.59,3.22,3,415.0
305,Tesla,2023.0,9.0,India,Model X Plaid,Suv,Electric,99238.0,139370.0,23.0,1.01,7.25,6.31,7,1924.0
306,Toyota,2023.0,5.0,China,Highlander,Suv,Electric,52132.0,465463.0,91.0,1.14,6.3,3.79,9,1720.0
308,Volkswagen,2021.0,11.0,Italy,Polo,Sedan,Hybrid,79352.0,376077.0,11.0,1.85,0.73,3.4,10,1433.0
309,Toyota,2024.0,8.0,Italy,Camry,Sedan,Hybrid,68758.0,94371.0,42.0,1.78,0.76,3.3,4,1330.0
310,Volkswagen,2023.0,5.0,China,Polo,Sedan,Electric,76107.0,509143.0,39.0,1.15,6.41,3.43,4,636.0
311,Audi,2015.0,7.0,Mexico,A6,Sedan,Hybrid,52985.0,249030.0,38.0,1.07,1.75,10.9,8,533.0
312,Ford,2015.0,3.0,Brazil,Bronco,Suv,Hybrid,72527.0,746023.0,12.0,1.24,3.7,10.55,2,876.0
313,BMW,2019.0,7.0,France,i4,Suv,Petrol,106576.0,345901.0,129.0,1.8855504566390424,2.0691026301408115,3.730271530978056,7,539.0
314,Tesla,2016.0,12.0,Australia,Model X Plaid,Suv,Electric,58677.0,123591.0,33.0,1.6,2.925,4.51,7,396.0
315,Ford,2024.0,8.0,Italy,Escape,Suv,Electric,69130.0,584452.0,67.0,1.86,0.96,3.21,7,2621.0
316,Audi,2015.0,5.0,Italy,Q3,Suv,Diesel,44926.0,118398.0,4.0,1.81,0.86,3.26,5,762.0
317,Audi,2024.0,8.0,Canada,Q3,Suv,Diesel,67319.0,259690.0,27.0,1.4,2.3,4.22,9,115.0
318,Ford,2021.0,5.0,India,Ranger,Suv,Electric,91688.0,760805.0,108.0,1.03,6.71,6.74,2,856.0
319,Mercedes-Benz,2021.0,12.0,UK,E-Class,Sedan,Petrol,38814.0,130725.0,41.0,1.27,1.74,4.14,6,1107.0
320,Volkswagen,2019.0,10.0,Italy,ID.3,Suv,Petrol,67939.0,440252.0,76.0,1.87,1.25,3.43,8,1907.0
321,Ford,2017.0,11.0,Japan,F-150,Suv,Electric,67112.0,249687.0,111.0,1.53,0.85,-0.12,10,1745.0
322,Toyota,2023.0,1.0,USA,Prius,Suv,Petrol,18331.0,462161.0,88.0,1.05,2.36,4.77,2,2033.0
323,Mercedes-Benz,2020.0,4.0,Italy,A-Class,Sedan,Petrol,87960.0,414796.0,58.0,1.92,0.83,3.21,2,531.0
324,BMW,2024.0,7.0,Germany,i4,Suv,Petrol,35946.0,455881.0,398.0,1.867599031370307,2.095792669436101,3.23400320509054,2,871.0
326,Mercedes-Benz,2016.0,3.0,UK,EQE,Suv,Electric,52156.0,551830.0,15.0,1.79,1.52,4.86,3,386.0
327,Ford,2021.0,9.0,UK,F-150,Suv,Hybrid,56044.0,518927.0,83.0,1.78,1.35,4.79,9,977.0
328,Volkswagen,2019.0,12.0,UK,T-Roc,Suv,Hybrid,38292.0,484697.0,50.0,0.99,2.28,4.69,6,1801.0
329,Audi,2022.0,3.0,Germany,A6,Sedan,Diesel,78522.0,483763.0,51.0,1.83,1.72,3.05,9,100.0
331,BMW,2023.0,11.0,Germany,X7,Sedan,Hybrid,113812.0,300449.0,146.0,1.8561366431031947,1.496097712738393,3.066468042645461,7,570.0
332,Audi,2021.0,4.0,Japan,e-tron,Suv,Petrol,62555.0,74370.0,21.0,1.41,0.73,0.04,10,1068.0
333,Mercedes-Benz,2022.0,1.0,Brazil,EQE,Suv,Diesel,76419.0,478603.0,36.0,1.22,3.26,10.22,4,425.0
335,BMW,2024.0,8.0,India,3 Series,Suv,Electric,57706.0,487043.0,235.0,1.0408754669119922,6.609736198677504,6.528775693384215,3,737.0
336,Porsche,2021.0,1.0,India,GTS,Sedan,Petrol,102486.0,226669.0,6.0,1.12,7.47,6.64,10,460.0
337,Toyota,2017.0,4.0,Mexico,bZ4X,Suv,Hybrid,81415.0,183582.0,26.0,1.08,1.76,10.82,7,2328.0
338,Mercedes-Benz,2024.0,7.0,Italy,A-Class,Sedan,Hybrid,98268.0,103820.0,38.0,1.94,1.31,3.69,10,1093.0
339,Toyota,2020.0,6.0,India,Supra,Sedan,Hybrid,54887.0,641528.0,56.0,0.96,7.13,6.56,7,514.0
340,Porsche,2021.0,6.0,France,GTS,Sedan,Electric,99383.0,376092.0,24.0,1.8,1.54,3.69,2,442.0
341,Ford,2020.0,6.0,Brazil,Escape,Suv,Electric,41104.0,708258.0,68.0,1.24,3.77,10.64,8,1945.0
342,Tesla,2015.0,9.0,India,Model Y,Suv,Electric,108135.0,208554.0,11.0,1.09,7.42,6.75,2,1678.0
343,Audi,2020.0,5.0,Germany,e-tron,Suv,Diesel,44581.0,375343.0,53.0,1.85,2.11,2.77,4,821.0
344,Ford,2021.0,2.0,USA,Escape,Suv,Petrol,35831.0,367527.0,106.0,1.05,2.59,4.59,4,3533.0
345,Ford,2024.0,2.0,India,Ranger,Suv,Electric,48814.0,654142.0,82.0,1.15,6.73,6.37,7,1943.0
346,Tesla,2024.0,12.0,Netherlands,Model X,Suv,Electric,72432.0,37121.0,32.0,1.93,2.05,3.35,3,1718.0
347,Ford,2015.0,11.0,China,Expedition,Suv,Hybrid,56856.0,772293.0,31.0,1.11,6.09,3.4,9,180.0
348,Toyota,2019.0,8.0,UK,Land Cruiser,Suv,Hybrid,88567.0,397918.0,31.0,1.75,1.53,4.97,6,615.0
349,Ford,2019.0,12.0,Brazil,Mustang Mach-E,Suv,Hybrid,75636.0,787124.0,24.0,1.1,3.52,10.71,2,2570.0
350,Ford,2019.0,11.0,China,Edge,Suv,Hybrid,87829.0,615581.0,18.0,1.16,5.9,3.47,4,3658.0
351,Tesla,2015.0,10.0,Australia,Model X Plaid,Suv,Electric,111662.0,62803.0,23.0,1.59,2.81,4.43,3,104.0
352,Mercedes-Benz,2016.0,9.0,Japan,E-Class,Sedan,Diesel,81928.0,298737.0,25.0,1.51,1.23,-0.1,7,525.0
353,Porsche,2016.0,1.0,India,GTS,Sedan,Hybrid,73858.0,128079.0,24.0,0.96,7.32,6.31,2,281.0
354,Volkswagen,2016.0,12.0,China,Polo,Sedan,Hybrid,71943.0,133547.0,70.0,1.01,5.52,3.8,9,343.0
355,Toyota,2023.0,6.0,Australia,Land Cruiser,Suv,Petrol,82417.0,69870.0,28.0,1.51,3.21,4.12,8,2268.0
356,Tesla,2024.0,1.0,Italy,Model X Plaid,Suv,Electric,55468.0,232576.0,38.0,1.81,0.93,3.45,2,921.0
357,Audi,2018.0,8.0,Netherlands,Q8,Suv,Diesel,57248.0,378924.0,30.0,1.91,2.25,3.77,1,450.0
358,BMW,2017.0,2.0,Brazil,X5,Sedan,Hybrid,35798.0,441670.0,25.0,1.2221961977701985,3.2280797719489325,10.327226903944936,6,151.0
359,BMW,2015.0,1.0,India,X1,Suv,Hybrid,41221.0,216969.0,88.0,1.102057964624427,6.519192276823056,6.35588792524702,1,492.0
361,Mercedes-Benz,2021.0,2.0,Italy,C-Class,Sedan,Hybrid,120569.0,579637.0,44.0,1.85,1.03,3.32,8,1092.0
363,Toyota,2015.0,8.0,China,Prius,Suv,Hybrid,78510.0,488012.0,16.0,1.03,6.36,3.27,9,665.0
364,Toyota,2017.0,6.0,Italy,Corolla,Sedan,Petrol,75333.0,637030.0,70.0,1.83,1.37,3.65,4,905.0
365,Toyota,2016.0,5.0,Germany,Land Cruiser,Suv,Electric,85032.0,427268.0,85.0,1.81,2.2,3.0,2,591.0
366,Ford,2024.0,12.0,Australia,Explorer,Suv,Hybrid,49604.0,565897.0,30.0,1.52,2.71,4.05,9,2233.0
367,Volkswagen,2015.0,6.0,UK,ID.3,Suv,Petrol,77983.0,545123.0,10.0,1.84,1.33,5.01,5,1367.0
368,Audi,2019.0,12.0,Italy,TT,Sedan,Electric,96826.0,411734.0,39.0,1.81,0.77,3.44,3,201.0
369,Porsche,2023.0,9.0,Canada,Panamera Sport,Sedan,Electric,98065.0,301934.0,20.0,1.27,2.58,4.04,2,428.0
370,Porsche,2022.0,9.0,Italy,Cayenne Coupe,Suv,Petrol,93193.0,238672.0,5.0,1.82,1.41,3.47,10,53.0
372,Ford,2022.0,3.0,Brazil,Expedition,Suv,Electric,55385.0,576001.0,17.0,1.17,3.7,10.79,5,2901.0
373,Toyota,2022.0,2.0,UK,C-HR,Suv,Hybrid,35274.0,427677.0,91.0,1.77,1.86,5.26,3,1445.0
374,Porsche,2022.0,2.0,Canada,Macan,Suv,Petrol,168497.0,180075.0,5.0,1.25,2.62,4.25,8,268.0
375,Toyota,2016.0,1.0,Australia,bZ4X,Suv,Electric,75164.0,668073.0,30.0,1.7,2.925,4.32,7,1870.0
376,BMW,2022.0,2.0,Australia,i4,Suv,Electric,66728.0,156311.0,266.0,1.5559867793891886,3.2145959227000622,4.346118426030639,1,904.0
377,Porsche,2023.0,6.0,UK,Cayenne Coupe,Suv,Hybrid,70663.0,342118.0,5.0,1.92,1.71,5.19,2,188.0
378,Audi,2018.0,8.0,Japan,TT,Sedan,Electric,43319.0,95790.0,49.0,1.48,1.56,0.07,5,30.0
379,Ford,2019.0,6.0,UK,Mustang Mach-E,Suv,Hybrid,28547.0,748749.0,38.0,1.83,1.92,4.99,9,3555.0
380,Porsche,2021.0,6.0,UK,Panamera,Sedan,Hybrid,152749.0,348526.0,23.0,1.82,1.16,5.25,9,321.0
381,Ford,2018.0,7.0,Australia,Explorer,Suv,Electric,31107.0,229738.0,48.0,1.51,2.72,4.35,9,3177.0
382,Ford,2021.0,9.0,France,Escape,Suv,Petrol,77700.0,537162.0,60.0,1.78,1.97,3.49,5,1658.0
383,Volkswagen,2017.0,5.0,USA,Taos,Suv,Electric,42159.0,517974.0,22.0,0.95,2.44,4.35,3,142.0
384,BMW,2020.0,1.0,Brazil,X3,Suv,Hybrid,63229.0,108655.0,358.0,1.2780516106035604,3.5273996221226764,10.631612173421496,9,749.0
385,Tesla,2023.0,9.0,Brazil,Model X Plaid,Suv,Electric,65050.0,80243.0,27.0,1.22,3.64,10.26,1,512.0
386,Ford,2023.0,6.0,Canada,Mustang Mach-E,Suv,Petrol,61964.0,634370.0,14.0,1.32,1.8,3.87,2,377.0
387,Mercedes-Benz,2024.0,10.0,Australia,EQS,Suv,Diesel,34490.0,290279.0,41.0,1.63,3.15,4.04,8,733.0
389,Ford,2017.0,8.0,Spain,Mustang Mach-E,Suv,Petrol,94224.0,651178.0,44.0,1.66,1.24,3.72,10,3145.0
390,Mercedes-Benz,2021.0,2.0,Canada,EQE,Suv,Hybrid,81045.0,131045.0,23.0,1.22,2.67,4.22,9,1165.0
391,Ford,2024.0,8.0,Mexico,Explorer,Suv,Hybrid,52169.0,760398.0,36.0,1.01,2.41,11.09,3,1007.0
392,Audi,2022.0,9.0,India,Q5,Suv,Electric,70497.0,438539.0,22.0,0.98,6.55,6.57,5,766.0
393,Volkswagen,2023.0,2.0,Canada,Taos,Suv,Petrol,74155.0,165861.0,56.0,1.29,2.43,4.29,1,1848.0
394,Audi,2020.0,8.0,Netherlands,RS6,Sedan,Hybrid,53987.0,92814.0,46.0,1.95,2.16,3.35,2,100.0
395,Mercedes-Benz,2024.0,7.0,Japan,C-Class,Sedan,Petrol,64646.0,221667.0,18.0,1.53,0.96,0.01,6,185.0
396,Audi,2018.0,6.0,Mexico,RS6,Sedan,Hybrid,52629.0,242459.0,48.0,1.13,1.7,11.03,8,1096.0
397,Ford,2023.0,9.0,USA,Explorer,Suv,Petrol,57209.0,433518.0,27.0,0.97,2.03,4.22,6,746.0
398,Ford,2023.0,8.0,India,Expedition,Suv,Hybrid,82077.0,601463.0,108.0,1.12,7.03,6.21,9,613.0
399,Volkswagen,2022.0,9.0,Japan,Arteon,Sedan,Diesel,66357.0,313233.0,82.0,1.49,1.59,0.15,6,1246.0
400,BMW,2017.0,6.0,Japan,iX,Sedan,Electric,47254.0,355761.0,163.0,1.5272820822527562,0.8078914269933044,-0.1811424885879594,7,389.0
401,Tesla,2023.0,2.0,USA,Model S Plaid,Suv,Electric,68774.0,157024.0,14.0,1.05,2.36,4.58,1,2485.0
402,Tesla,2023.0,10.0,Australia,Model Y,Suv,Electric,47598.0,179588.0,39.0,1.53,3.05,3.97,8,1412.0
404,Volkswagen,2015.0,10.0,Germany,Arteon,Sedan,Diesel,66235.0,177792.0,75.0,1.86,2.1,3.17,5,88.0
405,Audi,2022.0,7.0,UK,Q8,Suv,Electric,56745.0,128821.0,48.0,1.82,1.81,5.09,7,1006.0
406,Volkswagen,2023.0,12.0,UK,Polo,Sedan,Diesel,21797.0,71931.0,54.0,1.92,1.04,5.0,8,2375.0
407,BMW,2020.0,7.0,India,7 Series,Sedan,Electric,78894.0,311578.0,368.0,1.0044290274459926,7.299415878968979,6.616817882512656,7,1150.0
409,Mercedes-Benz,2015.0,5.0,USA,GLS,Suv,Diesel,77023.0,351929.0,55.0,0.99,2.37,4.5,1,634.0
410,Tesla,2017.0,11.0,Brazil,Model S,Suv,Electric,123783.0,76203.0,17.0,1.16,3.32,10.59,8,2399.0
411,Audi,2019.0,10.0,Netherlands,A4,Sedan,Hybrid,67914.0,391326.0,28.0,1.9,1.9,3.45,5,412.0
412,BMW,2021.0,8.0,India,7 Series,Sedan,Hybrid,91759.0,333816.0,306.0,1.0583801894756717,7.095115333434544,6.311079757303172,6,876.0
413,Porsche,2022.0,7.0,Spain,GTS,Sedan,Petrol,75254.0,356661.0,11.0,1.71,1.29,3.29,4,120.0
414,BMW,2024.0,1.0,France,i4,Suv,Petrol,86415.0,378082.0,291.0,1.7695143048477964,1.5503709362581852,3.653697997337148,4,666.0
415,BMW,2023.0,7.0,Germany,7 Series,Sedan,Hybrid,75205.0,91115.0,148.0,1.8427022732621343,2.0259799099852955,3.190671197914167,10,309.0
416,Ford,2020.0,2.0,Brazil,Edge,Suv,Petrol,93377.0,144405.0,118.0,1.19,3.22,10.77,3,1898.0
417,BMW,2015.0,11.0,India,i7,Sedan,Electric,69159.0,160084.0,323.0,1.09656030895325,7.005852692951829,6.70442181680672,10,994.0
418,Volkswagen,2023.0,8.0,Australia,Passat,Sedan,Electric,64415.0,178790.0,76.0,1.54,2.91,4.47,9,1153.0
419,Audi,2022.0,8.0,Germany,RS6,Sedan,Diesel,95819.0,230339.0,31.0,1.94,1.93,2.79,5,1130.0
420,Porsche,2019.0,6.0,Australia,GTS,Sedan,Electric,68387.0,165257.0,10.0,1.51,2.81,4.2,3,96.0
422,Ford,2019.0,12.0,Japan,Escape,Suv,Electric,27914.0,263038.0,14.0,1.57,1.33,0.26,9,601.0
423,BMW,2019.0,9.0,USA,5 Series,Suv,Petrol,88634.0,276024.0,252.0,0.9436619061013696,2.8766507618282007,4.797800602576348,4,663.0
424,Toyota,2021.0,3.0,Netherlands,Yaris,Sedan,Petrol,52255.0,437025.0,42.0,1.96,2.19,3.67,2,556.0
425,Porsche,2017.0,7.0,USA,Macan,Suv,Hybrid,121289.0,160473.0,9.0,0.95,2.59,4.21,7,155.0
426,Ford,2019.0,12.0,France,Bronco,Suv,Hybrid,64543.0,86116.0,55.0,1.74,1.7,3.2,10,2228.0
427,Mercedes-Benz,2017.0,6.0,UK,GLS,Suv,Diesel,50635.0,106391.0,47.0,0.95,2.69,4.43,3,271.0
428,Ford,2019.0,6.0,Netherlands,Mustang,Sedan,Hybrid,58679.0,506880.0,10.0,2.02,1.83,3.63,8,3300.0
429,Mercedes-Benz,2023.0,2.0,USA,E-Class,Sedan,Hybrid,53732.0,166354.0,29.0,0.96,2.58,4.42,5,311.0
432,Porsche,2023.0,7.0,UK,Panamera,Sedan,Petrol,163900.0,176615.0,5.0,1.83,1.85,4.81,2,427.0
433,Ford,2024.0,11.0,Australia,Ranger,Suv,Hybrid,60259.0,686324.0,100.0,1.52,2.81,3.98,10,3768.0
434,Volkswagen,2018.0,9.0,Spain,Tiguan,Suv,Petrol,40494.0,317720.0,83.0,1.8,1.67,3.33,2,2543.0
435,Volkswagen,2019.0,8.0,Spain,T-Roc,Suv,Electric,59865.0,151547.0,45.0,1.8,1.26,3.44,9,1556.0
436,Ford,2021.0,4.0,Germany,F-150,Suv,Petrol,43264.0,390211.5,97.0,1.91,1.39,3.23,2,2593.0
437,Toyota,2024.0,4.0,Brazil,bZ4X,Suv,Electric,75173.0,630908.0,75.0,1.22,3.85,10.57,3,488.0
439,Volkswagen,2024.0,9.0,Netherlands,T-Roc,Suv,Hybrid,65601.0,414645.0,10.0,2.06,2.41,3.29,9,700.0
441,Toyota,2018.0,8.0,Mexico,RAV4,Suv,Hybrid,65701.0,44148.0,22.0,1.08,1.77,10.79,7,708.0
